Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature,Lyrics,Release Year
What You Got,Colby O,2008-01-01,"[""Colby O'Donis"", 'Akon']",['dance pop'],2008,51,243013,https://open.spotify.com/track/3MldzywZOH4Uci6bq9noyJ,https://i.scdn.co/image/ab67616d00001e024e177a88f6b6de3d5114c2f2,spotify:track:3MldzywZOH4Uci6bq9noyJ,62,0.0327,0.775,0.641,0.0,0.18,-6.718,0.038,119.974,0.305,1,1,4,"(feat. Akon)
Konvict, Konvict
Oooh Oooh Oooh Oooh
Oooh Oooh Oooh Oooh



[Verse 1: Colby O'Donis]

I peeped you on the phone

Just showin' off ya stones

And noticed that that pinky ring is bright enough baby

I know you're not alone

But I could just be wrong

The way them fellas houndin' you sizin' you up baby

And I like the way you take advantage of

Every man you love

I see it, and I know your game girl

But I don't mind if ya come and play with us

Just don't talk too much

I see, your so cute you don't have to say a word



[Hook:]

Yeah those guys wanna come treat you right

Cause you're sweeter than apple pie

Everything that you want you got

Girl you know that you need to stop

Most beautiful thing in sight

Always takin' on the spotlight

Always in the club lookin' hot

Girl you know that you need to stop



[Chorus:]

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Girl you know that you need to stop (Eh Eh)

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Girl you know that you need to stop



[Verse 2: Colby O'Donis]

Girl I can tell you want something to love

That's why you hold on to everything that pass you by

Can't resist girl and I can't lie

And I can tell if you are here for me

Or everybody watchin' you shake from left to right

The way you move got me hypnotized

I Like The way you take advantage of every man you love

I see it, and I know your game girl

But I don't mind if you come and play with us

Just don't talk too much

I see, your so cute you don't have to say a word



[Hook:]

Yeah those guys wanna come treat ya right

Cause you're sweeter than apple pie

Everything that you want you got

Girl you know that you need to stop

Most beautiful thing in sight

Always takin' on the spotlight

Always in the club lookin' hot

Girl you know that you need to stop



[Chorus:]

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Girl you know that you need to stop (Eh Eh)

Always talkin' bout what you got (Oooh)

Always talkin' bout what you got (Oooh)

Always talkin' bout what you got (Oooh)

Girl you know that you need to stop



[Verse 3: Akon]

I can't keep my eyes away from you girl when you get on the floor and do what you do

And errbody wanna come back to that body and kind of remind myself I'm like you

Cus your that type to drive a man crazy and snatch him away from his lady

No matter how hard the man hold back he'll end up callin' you baby

And they never really know what to do once you expose that thang you do

Ya had him crawlin' on hands and knees and ya find a way to get him out that cheese

And why ya thinkin' that you the only dude she off in the mall livin' off of you

Lettin' errbody know she got you but now you feel like a fool



[Hook:]

Yeah those guys wanna come treat ya right

Cause you're sweeter than apple pie

Everything that you want you got

Girl you know that you need to stop

Most beautiful thing in sight

Always takin' on the spotlight

Always in the club lookin' hot

Girl you know that you need to stop



[Chorus:]

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Girl you know that you need to stop (Eh Eh)

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Always talkin' bout what you got (Eh)

Girl you know that you need to stop (Eh Eh)",2008.0
It's Not My Time,3 Doors Down,2008-01-01,['3 Doors Down'],"['post-grunge', 'alternative metal', 'rock', 'nu metal']",2008,52,241960,https://open.spotify.com/track/0uybt73QFXaLCoxuVf6fhm,https://i.scdn.co/image/ab67616d00001e0283341df0f125e14e22838afa,spotify:track:0uybt73QFXaLCoxuVf6fhm,65,0.00133,0.532,0.935,8.37e-06,0.106,-4.798,0.0619,128.025,0.309,0,1,4,"Looking back of the beginning of this
And how life was
Just you and me loving all of our friends
Living life like an ocean
But now the curent slowly pulling me down
It's getting harder too breath

It won't be to long and I will be the one under

Can you save me from this?



Cause it's not my time I'm not going 

There's a fear in me it's not showing

This could be the end of me

And everything I know

Ooohh but I won't go



I look ahead too all the plans that we made

And the dreams that we had

I'm in a world that try to take them away 

Oh but I'm taking them back

Cause all of this time I' we been just too blind to understand 

What you matter to me

My friends is laughing and it's not what we have

It's what we be live in



Cause it's not my time I'm not going

There's a fear in me but it's not showing

This could be the end of me

And everything I know

But it's not my time I'm not going 

There's a will in me and now I know that 

This could be the end of me

And everything I know

Ooohh but I won't go

I won't go



There might be more than you be live 

(There might be more than you be live)

There might be more than you can see



But it's not my time I'm not going

There's a fear in me it's not showing

This could be the end of me 

And everything I know

But it's not my time I'm not going

There's a will in me and now it's gonna show

This could be the end of me 

And everything I know

Ooohh



There might be more than you be live

(There might be more than you be live)

There might be more than you can see



But I won't go 

No I won't go down

Yeah",2008.0
Better in Time,Spirit,,['Leona Lewis'],"['talent show', 'dance pop', 'british soul', 'pop']",2008,53,234173,https://open.spotify.com/track/2iXBZ32Fz5VDCLeE0JIdX5,https://i.scdn.co/image/ab67616d00001e0234fd9eb8cd48e518598aec55,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,68,0.512,0.584,0.7,2.43e-05,0.13,-4.251,0.0506,163.953,0.549,6,1,4,"It's been the longest winter without you
I didn’t know where to turn to
See somehow I can’t forget you
After all that we've been through
Go in, come in

Thought I heard a knock

Who's there? No one

Thinking that I deserved it

Now I realize that I really didn’t know

You didn’t notice, you mean everything

Quickly I’m learning, to love again

All I know is, Imma be ok



Thought I couldn’t live without you

It’s gonna hurt when it heals to

It'll all get better in time

Even though I really love you

I’m gonna smile cause I deserve to

It'll all get better in time



How could I turn on the tv

Without something there to remind me

Was it all that easy

To just put aside your feelings



If I’m dreaming

Don’t wanna let, hurt my feelings



But that’s the path, I believe in

And I know that, time will heal it

You didn’t notice, you mean everything

Quickly I’m learning, to love again

All I know is, Imma be ok



Thought I couldn’t live without you

It’s gonna hurt when it heals to

It'll all get better in time

Even though I really love you

I’m gonna smile cause I deserve to

It'll all get better in time



Since there’s no more you and me

It’s time I let you go so I can be free

And live my life how it should be

No matter how hard it is I’ll be fine without you

Yes, I will



Thought I couldnt live without you

It’s gonna hurt when it heals to

It’ll all get better in time

Even though I really love you

I’m gonna smile cause I deserve to

It'll all get better in time",
Crank That (Soulja Boy),souljaboytellem.com,2007-01-01,['Soulja Boy'],"['southern hip hop', 'dance pop', 'rap', 'trap', 'atl hip hop', 'chicago bop', 'pop rap']",2008,54,221933,https://open.spotify.com/track/66TRwr5uJwPt15mfFkzhbi,https://i.scdn.co/image/ab67616d00001e028a6a328ced07af494400584b,spotify:track:66TRwr5uJwPt15mfFkzhbi,77,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,0.803,0,1,4,"(Yoooouuuu!)
Soulja boy I tell 'em
Hey I got a new dance fo you all called the soulja boy
(Yoooouuuu!)
You gotta punch then crank back three times from left to right
(Aaaaaaaahhhhhhhh yeeeeaaaah!)



[Chorus: x2]

Soulja Boy Off In This Hoe

Watch me Crank It

Watch me Roll

Watch me Crank Dat Soulja Boy

Then Super Man Dat Hoe

Now, Watch me You...

(Crank Dat Soulja Boy)

Now, Watch me You...

(Crank Dat Soulja Boy)

Now, Watch me You...

(Crank Dat Soulja Boy)

Now, Watch me You...

(Crank Dat Soulja Boy)



[Verse 1:]

Soulja Boy Off In This Hoe

Watch me Lean And Watch Me Rock?

Super Man Dat Hoe

Then Watch me Crank Dat Robocop?

Super Fresh, Now Watch Me Jock

Jocking On Them Haterz Man

When I Do Dat Soulja Boy

I Lean To The Left And Crank Dat Dance

(Now You)

I'm Jocking On Yo Bitch Ass

And If We Get The Fightin

Then I'm Cocking On Your Bitch

You Catch Me At Yo Local Party

Yes I Crank It Everyday

Haterz Get Mad Cause

""I Got Me some Bathing Apes""



[Chorus x2]



[Verse 2:]

I'm bouncin' on my toe

Watch me super soak dat oh

I'ma pass it to Arab

And he's gon' crank it up fo' sho'



Haterz wanna be me

Soulja Boy, I'm the man

They be lookin' at my neck

Sayin' it's the Rubberband Man, man

Watch me do it, watch me do it

Dance, dance

Let get to it, let get to it



Nope, you can't do it like me

Doe, so don't do it like me

Folk, I see you tryna do it like me

Man that damn was ugly



[Chorus x2]



I'm To Clean Off In This Hoe

Watch Me Crank And

Watch Me Roll

Watch Me Crank Dat Roosevelt

Then Super soak That Hoe,

Super Soak That Hoe [x9]

I'm to Fresh Off In This Bitch

Watch Me Show

Now Watch Me Gig

Watch Me Crank My Shoulder Work

And Superman That Bitch,

Superman That Bitch,

Superman That Bitch,

Superman That Bitch,

Superman that Bitch

(Awwwwwww) (You)



[Chorus x2]",2007.0
Shadow of the Day,Minutes to Midnight,2007-05-14,['Linkin Park'],"['nu metal', 'post-grunge', 'alternative metal', 'rock', 'rap metal']",2008,55,290360,https://open.spotify.com/track/0OYcEfskah1egYHjYRvbg1,https://i.scdn.co/image/ab67616d00001e0246e207de66ba06422897f769,spotify:track:0OYcEfskah1egYHjYRvbg1,68,0.00479,0.534,0.393,0.0107,0.107,-7.813,0.0292,110.007,0.0641,11,1,4,"I close both locks below the window
I close both blinds and turn away

Sometimes solutions aren't so simple
Sometimes goodbye's the only way




And the sun will set for you

The sun will set for you



And the shadow of the day

Will embrace the world in grey



And the sun will set for you





In cards and flowers on your window

Your friends all plead for you to stay



Sometimes beginnings aren't so simple

Sometimes goodbye's the only way





And the sun will set for you

The sun will set for you



And the shadow of the day

Will embrace the world in grey



And the sun will set for you



And the shadow of the day

Will embrace the world in grey



And the sun will set for you



And the shadow of the day

Will embrace the world in grey



And the sun will set for you",2007.0
"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",2007-08-14,"['Wyclef Jean', 'Akon', 'Lil Wayne', 'Niia']","['rap kreyol', 'dance pop', 'rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap']",2008,56,241133,https://open.spotify.com/track/4liGjmhCupa7RP9JaQELYx,https://i.scdn.co/image/ab67616d00001e021e845be51fa079ea1eff1131,spotify:track:4liGjmhCupa7RP9JaQELYx,59,0.0772,0.733,0.744,0.0,0.341,-3.51,0.0553,92.515,0.529,1,1,4,"(feat. Akon, Lil Wayne, Nia)
[Intro: Wyclef Jean (Lil Wayne)]
Some live for the bill
Some kill for the bill
She wined for the bill

Grind for the bill

(and she used to be the sweetest girl)

Some steal for the bill, if they got to pay they bill

(and she used to be the sweetest girl)

Tonight Wyclef, Akon, Weezy and Nia



[Verse 1: Wyclef Jean]

High school she was that girl that make me do the hula hoop around the gym

(Just to get a peek again, she's a 10)

High school she was

That girl that make me do the hula hoop around the gym

(Just to get a peek again, she's a 10)

Never thought she would come and work for the president

Mr. George Washington (where my money at?)

She thought he'd call (where my money at?)

She had a good day, bad day, sunny day, rainy day

All she wanna know is (where my money at?)

Closed legs don't get fed, go out there and make my bread

All you wanna know is (where my money at?)

She ended up in a road car, bruised up, scarred hard

All you wanna know is (where my money at?)

She thought he'd call (where my money at?)



[Chorus x2: Akon]

Cos I'mma tell you like you told me

Cash rules everything around me

Singin' dollar dollar bill yall(dollar, dollar bill yall)

Singin' dollar dollar bill yall(dollar, dollar bill yall)



[Verse 2: Akon]

Pimpin' got harder cos, hoes got smarter

On the strip is something they don't wanna be a part of

Rather be up in the club shakin' for a thug

For triple times the money and spending it how they wanna

They got they mind on they money, money on they mind

They got they finger on the trigger, hand on the nines

See everyday they feel the struggle, but staying on they grind

And ain't nobody takin' from us, and that's the bottom line



But I know there's a drop in the block

You move slow

You getting' pressure from cops

you don't know not to lay low

Because 25 to life is no joke

To all my real gorillas thuggin'

On top of corners every day strugglin'

All the beautiful women getting' money

Washin' them dollar bills like laundry



[Chorus x2: Akon]

Cos' I'ma tell you like Wu told me

Cash rules everything around me

Singin' dollar dollar bill y'all (dollar, dollar bill y'all)

Singin' dollar dollar bill y'all(dollar, dollar bill y'all)



[Bridge: Wyclef Jean]

Money, money-money-money

Money, money-money-money

It drives the world crazy



[Verse 3: Lil Wayne]

(Weezy) She used to be (she used to be the sweetest girl)

She used to be the sweetest girl ever

Now she like sour ameretta

She wears a dress to the T like the letter

And if you make it rain she will be under the weather

She used to run track back in high school

Now she tricks off the track right by school

She takes a loss cos she don't wanna see her child lose

So respect her, I'll pay up for the time used

And then she runs to the pastor

And he tells her there will be a new chapter

But she feels no different after

And then she asks him...



[Chorus x2: Akon]

Cos' I'ma tell you like Wu told me

Cash rules everything around me

Singin' dollar dollar bill y'all (dollar, dollar bill y'all)

Singin' dollar dollar bill y'all(dollar, dollar bill y'all)



[Outro: Wyclef Jean]

Some live for the bill

Some kill for the bill (where my money at?)

She wined for the bill

Grind for the bill (where my money at?)

Some steal for the bill, if they got to pay the bill (where my money at?)

Tonight Wyclef, Akon, Weezy and Nia",2007.0
Miss Independent,Year Of The Gentleman (Bonus Track Edition),2008-01-01,['Ne-Yo'],"['urban contemporary', 'dance pop', 'pop', 'r&b']",2008,57,232000,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q,https://i.scdn.co/image/ab67616d00001e025694163d7c4ab48251e9b57c,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,78,0.522,0.673,0.683,0.0,0.235,-5.693,0.115,171.86,0.713,1,1,4,"Yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah yeah
[Verse 1]
Ooh there's somethin about just somethin about the way she's move
And I can't figure it out
it's something about her.

Said ooh it's somethin about kinda woman that want you but don't need you

And I can't figure it out

it's somethin about her

Cuz she walk like a boss talk like a boss

Manicured nailed to set the pedicure off

She's fly effortlessly

Cuz she move like a boss do what a boss

Do she got me thinkin about gettin involved

That's the kinda girl I need



[Chorus]

She got her own thing

that's why I love her

Miss Independent

Won't you come and spend a little time

She got her own things that's why I love her

Miss Independent

ooh the way you shine

Miss Independent

yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah



[Verse 2]

Ooh there's somethin about

kinda woman that can do for herself

I look at her and it makes me proud

It's somethin about her

Somethin oh so sexy about

kinda woman that don't even need my help

She said she got it she got it

No doubt, it's somethin about her

Cuz she work like a boss play like a boss

Car and a crib she bouta pay em both off

And the bills are paid on time yeah

She made for a boss only a boss

Anything less she tellin them to get lost

That's the girl that's on my mind



[Chorus]



[Bridge]

Her favorite thing to say Don't worry I got it

And everything she got best believe she bought it

She gon steal ma heart aint no doubt about it

girl ur everything I need, said ur everything I need

yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah yeah



[Chorus]



Miss Independent

That's why I love her",2008.0
Fall for You,A Twist in My Story,2008-05-13,['Secondhand Serenade'],"['piano rock', 'pixie', 'pop punk', 'neon pop punk']",2008,58,183600,https://open.spotify.com/track/2fywBLXK9GQi8YR8C8d3c4,https://i.scdn.co/image/ab67616d00001e0203369f66d5e71faab15a0751,spotify:track:2fywBLXK9GQi8YR8C8d3c4,68,0.177,0.396,0.451,0.0,0.103,-7.109,0.0362,169.518,0.358,0,1,4,"The best thing about tonight's that we're not fighting
Could it be that we have been this way before
I know you don't think that I am trying
I know you're wearing thin down to the core
But hold your breathe

Because tonight will be the night that I will fall for you

Over again

Don't make me change my mind

Or I wont live to see another day

I swear it's true

Because a girl like you is impossible to find

Your impossible to find



This is not what I intended

I always swore to you i'd never fall apart

You always thought that I was stronger

I may of failed

But I have loved you from the start

Ohhhh



But hold your breathe

Because tonight will be the night that I will fall for you

Over again

Don't make me change my mind

Or I wont live to see another day

I swear it's true

Because a girl like you is impossible to find

It's impossible



So breathe in so deep

Breathe me in

I'm yours to keep

And hold onto your words

Cuz talk is cheap

And remember me tonight

When your asleep



Because tonight will be the night that I will fall for you

Over again

Don't make me change my mind

Or I wont live to see another day

I swear it's true

Because a girl like you is impossible to find

Tonight will be the night that I will fall for you

Over again

Don't make me change my mind

Or I wont live to see another day

I swear it's true

Because a girl like you is impossible to find

Your impossible to find",2008.0
In the Ayer (feat. will.I.am),Mail on Sunday,2008-03-17,"['Flo Rida', 'will.i.am']","['dance pop', 'miami hip hop', 'pop rap', 'pop']",2008,59,220506,https://open.spotify.com/track/6RpiAj9Ofv0Uqp6n2OuRoh,https://i.scdn.co/image/ab67616d00001e02f9bd7a6c772ac496015be3f8,spotify:track:6RpiAj9Ofv0Uqp6n2OuRoh,57,0.00456,0.83,0.746,0.0,0.26,-6.286,0.0579,125.992,0.646,5,0,4,"[Chorus: Will.I.Am ][X2]
Oh hot damn , this is my jam
Keep me partying till the A.M
Yall don't understand , make me throw my hands
In the ayer , ay , ayer , ayer , ay , ayer

[Verse 1 : Flo Rida ]

Hey this is my jam

Yall don't understand

I'll make you understand

What's pumpin in my CD player ( player )

Party all night like yayer ( yayer )

Shawty got a hand in the ayer ( ayer )

Make me want to take it dayer

Then I go , here I go , here is my song

DJ bring it back come in my zone

I get paid for them couple bonez the next wop until the early morn i need that crunk when im up in tha club even my when my chevy pull up on them dubs give me that drop yellow waist like a drug lil mama hot and she might show me love o hot damn celebrate to tha A.M i love it so much it got me sayin



[chorus: Will.I.Am/Fergie ][X2]

Oh hot damn , this is my jam

Keep me partying till the A.M

Yall don't understand , make me throw my hands

In the ayer , ay , ayer , ayer , ay , ayer



[Verse 2 : Flo Rida ]

Hey Heyy i might just start the wave like im at a ball game do my thang hands up high i got money in tha bank im so fly 747 pain rock it no stop it how i got my name baby keep poppin you might get tha fame walk tha red carpet wont see you the same i get tha stuntin forget my name start with me ride with me represent tha city vibe with me make me throw it up ma timid in tha club go ahead throw it up gotta wonder how much to show enough to stare(stare) im hood so its really unfair (unfair) shorty go ahead and get bare(bare) we aint gonna treat our city like the mayor(mayor)



[chorus: Will.I.Am/Fergie ][X2]

Oh hot damn , this is my jam

Keep me partying till the A.M

Yall don't understand , make me throw my hands

In the ayer , ay , ayer , ayer , ay , ayer



(Will.I.Am)

Alright now stop oooo put your hands in the ayer its a stick (a stick up stick up) its a stick up just to tha ceilin man



(Thanks to Amanda for these lyrics)",2008.0
Who Says,Battle Studies,2009-11-13,['John Mayer'],"['neo mellow', 'singer-songwriter']",2008,60,175480,https://open.spotify.com/track/0HLWvLKQWpFdPhgk6ym58n,https://i.scdn.co/image/ab67616d00001e021e3dbe4453ed61633c472fbe,spotify:track:0HLWvLKQWpFdPhgk6ym58n,67,0.267,0.584,0.509,0.00252,0.36,-13.109,0.0287,90.457,0.367,2,1,4,"Who says I can't get stoned?
Turn off the lights and the telephone
Me and my house alone
Who says I can't get stoned?
Who says I can't be free?

From all of the things that I used to be

Re-write my history

Who says I can't be free?



It's been a long night in New York City

It's been a long night in Baton Rouge

I don't remember you looking any better

But then again I don't remember you



Who says I can't get stoned?

Call up a girl that I used to know

Fake love for an hour or so

Who says I can't get stoned?



Who says I can't take time?

Meet all the girls on the county line

Then wait on fate to send a sign

Who says I can't take time?



It's been a long night in New York City

It's been a long night in Austin too

I don't remember you looking any better

But then again I don't remember you



Who says I can't get stoned?

Plan a trip to Japan alone

Doesn't matter if I even go

Who says I can't get stoned?



It's been a long night in New York City

It's been a long time since 20 too

I don't remember you looking any better

But then again I don't remember you",2009.0
One Step At a Time,Jordin Sparks,2007-11-20,['Jordin Sparks'],"['post-teen pop', 'dance pop', 'pop']",2008,61,205160,https://open.spotify.com/track/5o4W6yWSJD9e9Ea8YC9WjF,https://i.scdn.co/image/ab67616d00001e02260e2444b3431b3b8b559bc3,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF,64,0.0825,0.766,0.692,0.0,0.0384,-4.672,0.0289,102.028,0.691,1,1,4,"Hurry up and wait
So close, but so far away
Everything that you've always dreamed of
Close enough for you to taste
But you just can't touch

You wanna show the world, but no one knows your name yet

Wonder when and where and how you're gonna make it

You know you can if you get the chance

In your face as the door keeps slamming

Now you're feeling more and more frustrated

And you're getting all kind of impatient waiting



[Chorus:]

We live and we learn to take

One step at a time

There's no need to rush

It's like learning to fly

Or falling in love

It's gonna happen and it's

Supposed to happen that we

Find the reasons why

One step at a time



You believe and you doubt

You're confused, you got it all figured out

Everything that you wished for

Could be yours, should be yours, would be yours

If they only knew



You wanna show the world, but no one knows your name yet

Wonder when and where and how you're gonna make it

You know you can if you get the chance

In your face as the door keeps slamming

Now you're feeling more and more frustrated

And you're getting all kind of impatient waiting



[Chorus:]

We live and we learn to take

One step at a time

There's no need to rush

It's like learning to fly

Or falling in love

It's gonna happen and it's

Supposed to happen that we

Find the reasons why

On step at a time



When you can't wait any longer

But there's no end in sight

It's the faith that makes you stronger

The only way you get there

Is one step at a time



[Chorus:]

Take one step at a time

There's no need to rush

It's like learning to fly

Or falling in love

It's gonna happen and it's

Supposed to happen that we

Find the reasons why

On step at a time



[Chorus:]

One step at a time

There's no need to rush

It's like learning to fly

Or falling in love

It's gonna happen and it's

Supposed to happen that we

Find the reasons why

On step at a time",2007.0
Hate That I Love You,Good Girl Gone Bad,2007-01-01,"['Rihanna', 'Ne-Yo']","['dance pop', 'urban contemporary', 'pop', 'barbadian pop', 'r&b']",2008,62,219000,https://open.spotify.com/track/669Zz4glMcFwFl1BRltkXP,https://i.scdn.co/image/ab67616d00001e02b9ff0a5f40d3406aed5e5e3b,spotify:track:669Zz4glMcFwFl1BRltkXP,60,0.323,0.637,0.73,0.0,0.0982,-5.38,0.0874,93.867,0.732,5,0,4,"As much as I love you
As much as I need you
And I cant stand you
Must everything you do make me wanna smile
Can I not like you for awhile? (No....)

You wont let me

You upset me girl

And then you kiss my lips

All of a sudden I forgive (that I was upset)

Can't remember what you did



But I hate...

You know exactly what to do

So that I cant stay mad at you 

For too long thats wrong



But I hate...

You know exactly how to touch

So that I dont want to fuss.. and fight no more

Said I despise that i adore you



And i hate how much i love you boy (yeah...)

I cant stand how much I need you (I need you...)

And I hate how much I love you boy (oooh whoa..)

But I just cant let you go 

And I hate that I love you so (oooh..)



You completely know the power that you have 

The only one makes me laugh



Said its not fair

How you take advantage of the fact

That I..will be under reason why

And it just aint right



And I hate how much I love you girl

I cant stand how much I need you (yeah..)

And I hate how much I love you girl

But I just cant let you go

But I hate that I love you so



One of these days maybe your magic wont affect me

And your kiss wont make me weak

But no one in this world knows me the way you know me

So you'll probably always have a spell on me... 



Yeaahhh... Oohh...



As much i love you (as much as I need you)

As much as I need you (oooh..)

As much I love you (oh..)

As much as I need you



And I hate that i love you soooo

And I hate how much i love you boy

I cant stand how much I need ya (cant stand how much I need you)

And I hate how much I love you boy

But I just cant let you go (but I just cant let you go no..)

And I hate that I love you so



And I hate that I love you so.. soo.....",2007.0
Superstar (feat. Matthew Santos),Lupe Fiasco's The Cool,2007-01-01,"['Lupe Fiasco', 'Matthew Santos']","['political hip hop', 'southern hip hop', 'rap', 'chicago rap', 'hip hop', 'pop rap', 'conscious hip hop']",2008,63,289000,https://open.spotify.com/track/7dltD9eEX7X1zk8JJ9BS0e,https://i.scdn.co/image/ab67616d00001e02c3244d303444a43b933b9bf4,spotify:track:7dltD9eEX7X1zk8JJ9BS0e,66,0.207,0.572,0.822,0.0,0.359,-6.015,0.361,94.812,0.472,11,0,4,"[Chorus:]
If you are what you say you are
A super star
Then have no fear the camera's here and the microphone and they wanna know
Oh oh oh oh

If you are what you say you are

A super star

Then have no fear the crowd is here and the lights are on and they want a show

Oh oh oh oh



[Verse 1:]

Yea, uh

A fresh cool young Lu

Trying to cash his microphone check 2, 1, 2

Want to believe my own hype but it's too untrue

The world brought me to my knees

What have you brung you

Did you improve on the design

Did you do something new

Well your name ain't on the guest list

Who brung you, you

The more famous person you come through

And the sexy lady next to you

You come to

And then it hit me

Standing outside of heaven waiting for god to come and get me

Im too uncouth

Unschooled to the rules

And two gum shoe

Too much of a newcomer

And too uncool

Like Shadow and Lavelle

I battle with it well

Though I need a holiday like lady who song blue

Go back what ever you did you undo

Heavy is heaven

The devil on my two tons too



[Chorus]



[Verse 2:]

And you better wear your shades

The spotlights here can burn holes through the stage

Down through the basement

Passed the Indian graves

Where the dinosaurs laid

And out through china

Nearly misses air liners

Magnified times five

This is pointed at the rhymer

Ricochets off the moon and sets the forest a blaze

Now that's important to say

Cuz even with all of that

Most of us don't want it to fade

We want it to braid

Meaning we want it to grow

Meaning we want it to stay

Like the governor called

And they told him to wait

Un-strap him from the chair

And put him back in his cage

The audience ain't fazed

And they ain't gone clap and they ain't gone praise

They want everything back that they paid

Cuz they been waiting since ten to see the lights get dim



[Chorus]



[Verse 3:]

So chauffeur chauffeur come and take me away

Cuz I been standing in this line

For like five whole days

Me and security ain't getting along

And when I got to the front they told me all of the tickets were gone

So just take me home where the mood is mellow

And the roses are thrown

M&M's are yellow

And the light bulbs around my mirror don't flicker

Everybody gets a nice autograph picture

One for you and one for your sister

Who had to work tonight but is an avid listener

Every songs a favorite song

And mikes don't feed back

All the reviewers say you need to go and see that

And everybody claps cuz everybody is pleased

Then they all take the stage and start performing for me

Like ha ha hahaha

Ha ha hahaha ha



[Chorus]",2007.0
Let It Rock,In The City,2008-01-01,"['Kevin Rudolf', 'Lil Wayne']","['wrestling', 'rap', 'new orleans rap', 'trap', 'pop rap', 'hip hop']",2008,65,231173,https://open.spotify.com/track/6TrNRd98WksT9Kkmx9uj6R,https://i.scdn.co/image/ab67616d00001e022442cdde190f8a1112e084ee,spotify:track:6TrNRd98WksT9Kkmx9uj6R,67,0.000683,0.607,0.783,0.0,0.0678,-4.41,0.0397,113.172,0.434,7,1,4,"(feat. Lil' Wayne)
I see your dirty face
high behind your coller
what is done in vain
truth is hard to swallow

so you pray to god

to justify the way you

live a lie

live a lie

live a lie

and you take your time

and you do your crime

well you made your bed

im in mine



chorus:

Kevin R.



because when i arive

I, I bring the fire

make you come alive

i can take you higher

what this is, forgot

i must now remind you

let it rock

let it rock

let it rock



now the son's disgraced

he, who knew his father

when he cursed his name

turned and chased the doller

but it broke his heart

so he stuck his middle finger to the world

to the world

to the world



and you take your time

and you stand in line

well you'll get what's yours

i got mine



chorus:

becuase when i arive

I, I bring the fire make you come alive

i can take you higher

what this is, forgot

i must now remind you

let it rock

let it rock

let it rock



Lil weezy:

yeah!

waynes world

planet rock

panties drop

and the top

and she gonna rock till the camera stop

i sing about angels like angela

(rock)

and Pamela (rock)

and samantha (rock)

and amanda and tamera

.....

im in here like bitch was up

mechanic me, i can fix you up

i can fuck you up

i can fuck you down

shawty we can go where ever

just pick a town

and my jewlry is louder than an engine sound

bigg ass rocks like off the ground

dirty like socks on the ground

weezy!



chorus

because when i arive

I, I bring the fire

make you come alive

i can take you higher

what this is, forgot

i must now remind you

let it rock

let it rock

let it rock



chorus

just let it rock

let it rock

let it rock

let it rock



lil weezywee:

im back like i forgot summin

im summin

rollin rock- rock runnin-rap runnin

miles like is tryin to get a flat stomach

like wayne a personal trainer

my aim is perfect, ill bang ya

period like the remainder



kevin



I wish I could be

As cool as you

And I wish I could say

The things you do

But I can't and I won't live a lie

No not this time



miles runnin



(Thanks to J0$E for these lyrics)",2008.0
